Soil type,Water Holding Capacity,Field Capacity,Permanent Wilting Point,Infiltration Rate,Soil Texture Class,Bulk Density
-0.017784566,-0.12913321,-0.09338593,-0.3265562,0.10615565,0.005094886,-0.01660809
-0.16583338,-0.36402586,0.058445387,-0.020001575,0.21633962,-0.062081426,-0.19199018
-0.1488159,-0.4153024,-0.041329063,-0.08384201,-0.031164862,0.031600796,0.049255263
-0.28506485,-0.31505334,-0.0325882,-0.047547705,0.2677395,0.29113916,0.062429488
0.053378202,-0.25439405,0.12651157,-0.0619839,-0.19540519,0.13383487,-0.09037627
-0.056166492,-0.21761817,-0.004249431,-0.01274137,-0.0024852678,0.09482968,0.05671688
-0.038729805,-0.10973926,-0.11228612,-0.046401557,0.08884956,-0.113914184,-0.19151679
-0.17727907,-0.16444422,-0.008708514,-0.0906657,0.24454592,0.110108584,-0.13066664
-0.18870692,-0.082631744,0.015794545,-0.15387648,0.31727752,0.0878916,-0.11163965
-0.061332185,-0.3483682,0.053081997,0.091252685,0.12912686,0.08723994,-0.069966264
-0.17902912,-0.19050959,0.11055856,-0.05857586,0.13939366,-0.13999331,-0.16991192
-0.021769036,-0.23039022,0.035288602,-0.1324275,0.10456961,0.08373673,0.11638231
-0.115685456,-0.24922559,0.039494827,0.05120493,-0.053165637,0.09127168,-0.16870286
0.07641711,-0.2799754,0.12086967,-0.10036048,-0.053077698,0.18390584,-0.35974866
-0.04216309,-0.26220876,0.043437086,-0.043131027,-0.009661727,0.022749878,-0.112699986
0.018125957,-0.0859646,-0.053226255,-0.20041215,-0.23639183,0.16342817,-0.14200348
-0.033305213,0.027900971,-0.097437724,0.0033111256,-0.17222664,-0.024438268,-0.11584423
-0.26923546,-0.6687417,0.117509365,0.07012585,-0.3173697,0.4259872,0.053572893
-0.05298058,-0.33987892,-0.10914618,-0.023632914,-0.018399429,-0.16791594,-0.2665453
-0.053876936,-0.15369102,-0.07531374,-0.05368232,-0.13084182,0.2721063,-0.03743778
0.06004805,-0.5072828,0.005044475,0.0026034452,0.02624251,0.117541045,-0.24126345
-0.19606002,-0.22506538,-0.1749318,-0.12450886,0.18144718,0.0062528104,-0.007990718
-0.07116937,-0.12943617,0.01031591,0.15116042,-0.17238088,0.079110116,0.03394474
-0.08264578,-0.09605662,0.15841745,-0.06524725,0.033211462,0.24137,-0.1412849
-0.1436491,-0.067838386,0.03179978,0.0279814,0.13925175,-0.13630863,-0.11434026
-0.0071310718,-0.29435503,0.01930499,-0.103834525,-0.05892002,0.102044106,-0.12358305
-0.09314191,-0.16935474,-0.026272032,-0.11457391,-0.2259424,-0.00081957877,-0.21604483
0.017119713,-0.49773544,0.027756698,-0.17179999,-0.023448836,0.12734465,-0.05023974
0.0028560646,0.13970494,0.19759092,0.012312189,0.055959623,-0.012686476,-0.12247623
-0.37767577,-0.16389415,-0.049343973,0.06487624,0.026450194,0.0010017976,-0.15424861
-0.057248417,0.09359671,-0.06480504,0.046791103,0.08201355,-0.083444014,-0.04940728
-0.20238182,-0.4015842,-0.117206216,-0.38816985,-0.0021320656,0.12347094,-0.0716019
-0.16340949,-0.07213247,-0.18694773,-0.09649028,0.0994621,0.14214022,-0.055842675
-0.047679342,-0.20099565,-0.01728312,-0.15498091,0.10331418,-0.013957456,-0.01740072
-0.047566097,-0.07322857,0.1053648,-0.15356195,0.051292304,0.3135588,-0.11758235
-0.04737634,0.088525444,0.07353103,-0.110350765,0.11567964,-0.016354933,0.013311744
-0.07866464,-0.25708795,-0.07397561,0.18009458,-0.035087943,0.019327298,0.11202425
-0.09457988,-0.19069111,-0.089858994,-0.18540896,-0.07664902,0.05007479,-0.032496907
0.033821244,-0.35173255,0.1982045,0.059399284,0.003907807,0.13773318,-0.14865467
-0.21849293,-0.18055926,0.12885246,0.021277431,-0.10099385,0.14332193,-0.059547298
-0.1825147,-0.5923642,-0.0077712834,0.07844935,0.04609818,-0.034585655,0.12374059
0.1100967,-0.2818151,0.18614274,-0.07605348,0.064954884,0.12354554,-0.17382126
-0.08775033,-0.531312,-0.14217138,-0.12611145,0.17260799,-0.004218977,0.037155554
-0.024827573,-0.52481395,-0.031141378,0.058659654,-0.086408265,-0.018101968,-0.025960147
0.0013876855,-0.032255687,0.11905124,0.08423528,0.078282885,0.051219147,-0.08238372
0.020434111,-0.17987387,0.2657962,0.017326212,-0.0096593425,-0.05549317,-0.3041345
-0.1704095,-0.2694791,-0.021975856,0.008419618,0.06767085,0.029596478,-0.10756618
-0.32735732,-0.05054487,0.002816707,-0.0713563,0.12061663,-0.049437307,0.082187355
-0.046799175,-0.45740682,0.055115238,-0.08638681,0.060344785,0.028055292,-0.02242975
0.051407017,-0.47448808,0.050058935,-0.23264675,-0.18075933,0.036581088,-0.30425882
-0.15086105,-0.3100112,-0.028548568,-0.03167659,-0.022346906,0.05630146,-0.061564744
-0.041534398,-0.28240842,-0.15227848,-0.07358127,-0.00032078847,0.07050905,-0.26545465
0.118297786,-0.30998248,0.025620736,0.06516358,-0.25557613,-0.0023362339,-0.30680245
-0.053331394,0.00442414,-0.08180999,-0.112595454,-0.007996917,-0.034394532,-0.002893269
0.0014962703,-0.21308793,0.06387383,0.016340863,0.103844985,-0.22104669,-0.10343394
-0.22021863,-0.32609582,0.0043321326,-0.18999748,0.11358595,-0.007184431,0.091993295
-0.005324334,-0.25726128,0.1420286,0.1729481,-0.12023112,0.0693177,-0.11855982
-0.13562165,0.0663483,0.011647321,-0.036704563,-0.18515769,-0.02006932,-0.20663583
-0.2960822,-0.17810093,-0.13272518,0.016147725,-0.01946553,-0.04036495,0.079713926
-0.29488036,0.037809454,0.0041977763,-0.11384527,-0.2735458,0.017852187,-0.08640175
-0.25942075,-0.12503016,-0.11488732,0.0034591835,0.15332972,0.04204189,0.00486691
0.02743899,-0.545331,-0.12262656,-0.116139755,-0.18369725,0.26706558,-0.34766123
-0.08882545,-0.23275538,-0.06636472,-0.14994779,0.031824745,0.016635202,0.011802506
-0.15259725,0.05455836,-0.094267145,-0.047324553,0.13005534,-0.06956748,-0.017843448
-0.12508331,-0.34384364,0.04278861,-0.049801115,-0.078403726,-0.09594731,-0.13608971
-0.012704594,-0.15789801,0.027769439,-0.10021197,0.15519895,0.045830294,-0.0097188875
-0.24776645,-0.15778092,-0.0767305,-0.23066442,-0.071183905,0.13286456,0.017996185
-0.20782892,-0.14568505,-0.30178905,0.034586422,0.0633493,0.018738123,0.07552463
0.025155485,0.017756006,-0.10442294,-0.027710238,-0.2570669,0.20894526,0.05763023
-0.23811051,-0.083965786,-0.065945975,0.22958064,0.03716595,-0.12932599,-0.123692885
0.01938343,-0.26965564,-0.02620461,-0.03146367,-0.110137045,-0.021735422,-0.28009552
0.012185679,0.038590543,0.0832714,-0.12107666,0.08307542,0.13243629,0.08248076
0.036500573,0.0672948,0.16581431,-0.15781432,-0.22454403,-0.018084481,-0.005625779
0.03287805,-0.27424404,0.032583445,-0.08671539,0.24288176,0.25369188,-0.037471622
-0.22458346,-0.086319804,0.12789272,-0.010344572,0.096125804,-0.16967538,0.0061784238
-0.08008473,-0.048704185,0.16998018,0.071807355,-0.023897111,0.12651815,0.0021581613
-0.06253592,-0.378699,0.031881943,-0.21615686,-0.0035258308,0.021083865,-0.05168641
-0.17122886,0.049203172,-0.029632024,-0.05276329,-0.01775457,-0.13921574,0.07357663
-0.08933017,-0.30310568,-0.049064003,0.010781176,-0.14098907,0.07480436,0.04721301
0.2683153,-0.19325487,0.1084714,-0.106230475,-0.12664533,0.09235999,-0.20597047
0.15778184,-0.24467838,-0.047321245,-0.28196526,-0.07688898,0.21539079,0.023125265
0.010639109,-0.1309511,-0.05117152,0.018461723,-0.18677601,-0.09209599,-0.08376075
-0.033783928,-0.34707084,-0.046383478,-0.14920196,-0.21489632,0.054628026,-0.13983262
-0.0930539,-0.2164918,0.014747731,-0.1662974,0.05970913,-0.1019306,-0.31735966
-0.22103533,-0.25782424,0.038972892,-0.00224147,0.024416331,0.030072752,-0.01991922
-0.285091,-0.20255798,-0.033884358,-0.042354867,0.13125645,0.16277431,-0.039051205
0.11413917,-0.36920214,-0.061935868,-0.21277551,0.053248435,0.10583775,-0.21568277
-0.13558964,-0.129864,0.13845687,-0.06664552,-0.019137809,0.09366873,0.06416355
-0.2030511,-0.2899018,-0.37623942,-0.039815724,0.36199877,0.12187548,-0.03775485
-0.124915615,-0.18542139,-0.017953657,-0.17955521,-0.04390138,0.20847635,-0.037963
-0.21945898,-0.18349926,-0.24478967,-0.06640289,0.12350398,0.13529432,-0.036164135
0.1376361,-0.3278557,-0.11155969,-0.26286882,0.016120905,-0.11189036,-0.21865271
-0.085522205,-0.13107222,0.045213766,0.03806171,-0.12081018,0.10749758,-0.33400536
0.027382646,-0.4231158,0.25575376,-0.12646051,0.10033711,0.13023956,0.22073889
-0.609946,-0.0077310354,-0.09856292,-0.14865209,0.2165848,-0.33510768,-0.06623123
-0.07957757,-0.28800958,-0.09510688,-0.20791134,-0.11330339,-0.033827193,-0.010378107
-0.13347073,0.025032744,0.09550111,0.13071895,-0.16558209,0.20648712,-0.119126745
-0.06383772,-0.16690749,-0.022565648,0.24843782,0.033632696,-0.13004144,-0.12489566
-0.012812646,-0.17022978,0.05681465,-0.18178883,-0.10982408,0.05669679,-0.09518761
-0.26772538,-0.41142243,0.14715445,0.0435872,-0.05487641,0.07886795,-0.08954492
-0.07872558,-0.25039744,-0.100994736,-0.25130787,-0.05992739,0.16473345,-0.07101418
-0.0047398694,-0.3645311,-0.008276708,-0.10015196,-0.0323378,0.11701141,0.04112445
0.015776396,0.04186607,-0.021023894,-0.14386185,-0.05940305,0.20823695,-0.0015001893
0.15467104,-0.371982,0.13645366,-0.049491975,-0.24753709,-0.010872228,-0.23631847
-0.133565,-0.14342421,-0.17219546,0.031685352,0.0009994917,-0.041218624,-0.1896616
-0.07142651,-0.13054048,-0.009647436,0.051927835,-0.11223143,0.0036784708,-0.052109893
0.0048382245,-0.14388433,-0.06320659,-0.092712626,-0.026613072,0.14560394,-0.056533817
-0.25108433,-0.21336208,-0.12167516,0.103890195,-0.13556784,-0.04605674,0.05107723
-0.29849255,-0.22835717,0.16063462,-0.09975548,-0.11431603,-0.03839994,-0.19193687
-0.16498123,-0.1490173,-0.1168833,-0.19537142,0.084285475,-0.021942407,0.058584556
-0.12547448,-0.063883826,-0.16009,-0.2187365,0.07738273,0.08611714,-0.14652868
-0.05647893,-0.11480473,0.10495372,-0.087361425,0.09645073,-0.12570925,-0.023511438
-0.08132697,-0.25959405,0.010076918,0.022727303,0.18108454,-0.007438585,-0.13727601
-0.11541952,-0.05508215,-0.19645968,0.11108579,-0.18436567,0.040943667,-0.056721922
-0.060163703,-0.42499697,-0.0558673,0.06155654,-0.026090004,0.11376457,0.02921319
-0.2921661,-0.15225631,-0.14996752,-0.02748336,0.09940406,0.2021853,-0.12338178
-0.06168925,-0.18913653,0.15325195,-0.104832396,0.04709883,0.15662172,0.06392759
-0.099489346,-0.114616096,-0.004458118,-0.13292676,-0.029420665,0.0700151,-0.057112902
-0.13977534,-0.3592934,-0.0021015257,-0.4342082,-0.031515606,0.17673874,-0.037312564
-0.0785802,-0.3096955,0.2906434,-0.07128938,-0.11353349,-0.016329922,-0.007091239
-0.14171715,-0.13072053,-0.026052447,0.111920625,0.013778884,0.0019257739,-0.15606056
-0.1488659,-0.48452634,0.09544913,0.021707349,0.061629534,0.11534012,-0.09298607
-0.00031381845,-0.26596487,-0.10697351,-0.13342395,0.0036604647,-0.060279876,-0.06380248
-0.16727301,-0.16130671,0.033200994,-0.037628133,0.27514264,0.2378227,0.31134543
0.044731125,-0.2819873,0.21663305,-0.060840867,-0.051096477,0.20045856,-0.13017967
-0.106198914,-0.2042206,-0.001164332,-0.03407202,-0.2151767,0.092380255,-0.11042483
-0.10934739,-0.0663093,-0.0052218847,-0.0104191005,-0.015265621,-0.014093891,-0.16634679
-0.25933254,-0.10208039,0.005746376,0.10035086,-0.019986697,-0.06272851,-0.10505432
-0.3282493,-0.30015948,-0.010897055,0.12210881,-0.021498144,0.04439532,-0.40882277
-0.2855977,-0.5026922,0.028274715,-0.031127073,-0.0912919,0.1400794,-0.04695016
-0.13540335,-0.047207218,-0.04954201,-0.2355037,-0.10763193,-0.05655126,-0.12813291
0.098515466,-0.4019913,0.13185132,-0.15432408,-0.029905133,0.17082956,-0.14123392
0.014095881,-0.031386625,0.18657653,-0.040201027,0.017458074,0.17401952,-0.19133717
-0.10656591,0.0014195889,-0.026911683,-0.08150715,0.063945405,0.31541872,-0.040996414
-0.12839556,0.0008765198,-0.15638393,-0.36062998,-0.15919589,-0.34567875,0.15265092
0.11076081,0.02256263,0.084229305,-0.028623886,-0.029793568,0.023236655,-0.1537784
0.039052863,-0.17194735,0.054084033,-0.09587558,-0.1956998,-0.07220789,-0.01955317
-0.44676208,-0.31887162,0.18377078,0.17222077,-0.13077427,0.08380452,0.0029477328
-0.1840878,-0.53689575,0.06918024,0.15689516,-0.038152114,0.15713386,-0.41870022
0.17162487,-0.36797675,-0.0008138716,-0.26647714,0.22093694,0.07127176,-0.010095857
-0.10578503,-0.22975585,-0.016901284,-0.2039733,0.06112812,0.15351021,0.023723327
0.0049491283,-0.17097774,-0.15438074,-0.13140419,-0.14394131,0.10112962,0.04210832
0.006688161,-0.037613757,0.08128084,-0.1327738,-0.1265353,0.03792361,0.03930827
0.047682896,-0.55002403,0.2496848,0.056027107,-0.10555113,0.07427722,-0.5685868
-0.015939921,-0.25765127,-0.3705663,-0.23233104,-0.15842015,0.008312136,-0.32514378
0.024973877,-0.21551432,-0.015090391,-0.13007681,0.032609656,0.14898479,0.03776784
-0.22831458,-0.10092955,-0.017527144,0.0673659,-0.17115101,0.087371215,-0.18284297
-0.2243667,-0.42476156,0.015424885,-0.06626173,-0.15168203,-0.0013240986,0.064270176
0.019658849,-0.34336162,0.028792784,-0.036239855,0.022672202,0.19582069,-0.10643217
-0.1359002,-0.2563685,0.04240541,-0.076444685,-0.060796984,0.17006722,-0.018678345
0.03248474,-0.31737396,0.28899103,-0.28652522,-0.08745435,0.20885208,-0.1228248
-0.008302376,-0.38143474,-0.0022727437,0.16650349,0.049294174,0.073181674,-0.19840664
-0.16718443,-0.10848804,-0.17888981,-0.08065009,-0.092704736,0.1526165,-0.10739001
-0.09947718,-0.23310368,0.059351653,-0.30932182,0.2063053,-0.041468486,-0.052007053
-0.032957908,-0.016938798,0.17033696,0.026414726,-0.06865807,0.11319011,0.07691657
-0.2288909,-0.24924755,-0.016768169,-0.06730597,-0.027584232,0.060113706,-0.023227416
-0.010722179,-0.20050722,0.05448164,0.07809728,0.041212548,0.23071948,-0.15614921
0.08030135,-0.20583123,0.14645177,-0.052679576,-0.14687121,0.047344074,-0.18739659
-0.021644823,-0.3870035,-0.012186611,-0.1882603,-0.12544379,0.11697714,-0.0005113706
-0.1010353,-0.08136445,0.081546575,0.1897695,-0.10940166,-0.083864674,0.07279145
-0.028677974,-0.13350524,0.03825189,0.06652948,0.027169868,0.020269811,-0.13250913
-0.073276974,-0.20360163,-0.06451421,-0.07174806,-0.035262372,0.1107353,0.09966031
-0.15226638,-0.04296352,0.10633446,0.07509684,-0.16603217,-0.14139245,-0.2008711
-0.12197514,-0.10332135,0.09401471,0.107545555,0.042196564,0.028001364,-0.16525458
0.027896937,-0.37247914,0.021589056,-0.064777076,0.07785558,0.07935338,-0.14830181
-0.018318843,-0.18166886,0.13712153,-0.041594893,-0.09290445,0.10963527,-0.1245562
-0.13864578,0.0071794204,0.0112200305,-0.007458817,-0.19505882,0.196737,-0.12549633
-0.030815551,-0.27109638,0.15410411,-0.044190805,-0.051346388,0.09463617,-0.22423565
-0.05256081,-0.09646737,0.08038948,-0.121184714,0.13973638,0.0662839,0.023914061
-0.15593128,-0.085308544,-0.21894562,-0.051726423,-0.15671304,0.05422588,-0.18555465
0.069645956,-0.33954614,0.13491985,-0.29412124,-0.075814396,0.4296629,-0.062651336
-0.15452933,-0.21280187,-0.09227599,0.056862727,0.19131467,0.14748341,-0.07908398
0.039616797,-0.1663527,-0.09136364,-0.15101543,-0.10459536,0.22899365,-0.033187836
-0.04273528,-0.14226893,-0.0016390979,0.021876842,0.008974202,0.12494253,-0.07190006
-0.14942281,0.026178576,0.027427852,-0.0017516203,0.21748656,0.018938616,-0.2501828
-0.14704588,-0.2972535,0.0154840425,-0.19549344,0.31411684,0.17896831,-0.023422576
-0.0051607303,-0.11199481,0.12082897,-0.05527973,-0.16731435,0.10432635,-0.12661384
-0.16139644,0.1385676,-0.08770269,-0.077466,-0.08003913,0.051805988,-0.119392015
-0.20574117,0.028744154,-0.15999386,-0.08011831,0.1146308,0.014036715,0.079774484
0.008758435,-0.2880345,-0.012663994,-0.03386,0.059716932,0.041146934,0.027768675
-0.010443447,-0.091514215,-0.21388522,-0.042972676,0.048951894,0.17428844,-0.04958549
-0.17306685,-0.33323443,-0.059654336,-0.13626811,0.057930008,0.08236015,-0.11891402
0.0046051703,-0.37631553,-0.30240098,-0.18753785,-0.034336653,0.29666603,-0.12890576
-0.029444914,-0.30028108,-0.08750412,-0.10045291,-0.09613675,-0.13289501,0.030843794
-0.04331915,-0.13289696,0.090600416,-0.15419492,0.029575314,0.09199795,-0.034837037
-0.15427905,0.057224035,-0.15136257,-0.06521642,0.03202222,-0.053909168,-0.13554403
-0.20937774,-0.19316751,-0.110442445,0.03490058,0.24981837,0.046311107,-0.10761233
-0.039790504,-0.36567914,-0.104771584,-0.22200593,0.17167342,0.21223858,-0.1429726
0.083331294,-0.3599471,-0.16734877,-0.08233077,-0.0059911534,0.034137793,-0.22940259
-0.21817341,-0.18847305,-0.0802833,-0.26304436,-0.041348357,0.28174868,0.117535114
-0.16292523,-0.15281844,-0.095525734,-0.024783887,-0.05167963,-0.012009691,-0.06145656
-0.10188976,-0.34280735,-0.2484445,-0.21323445,0.082090974,0.09624416,-0.045407444
0.22776562,-0.3027827,0.27784395,-0.11174931,-0.027119368,-0.019383967,-0.30858922
-0.23824513,-0.42996073,0.09974386,-0.031018272,-0.02340144,0.06497598,-0.16360062
-0.09596041,-0.0068033896,0.12975806,-0.061418474,0.03200786,-0.022426158,-0.04838249
-0.21252036,-0.048070595,-0.044926375,0.0828124,0.20788108,0.11433856,-0.106021345
-0.2392821,-0.2603481,0.1535743,0.045971252,0.03292106,0.18377408,-0.028355844
0.2229715,-0.067242324,0.13030134,0.07754949,-0.14244762,0.12627229,-0.064790875
-0.09764061,-0.25042212,-0.086789146,0.040559925,0.09939441,-0.016656637,0.062223826
-0.21859321,0.007206492,-0.013951816,-0.07248388,0.24209128,-0.22564161,0.029859524
-0.032264166,-0.14858535,-0.038036887,-0.12373996,-0.20285098,0.07447079,-0.18925826
-0.021550527,-0.17934649,0.026363201,-0.3803887,0.033730667,0.022159241,-0.098058574
-0.16917723,-0.27574873,-0.046477973,0.08748314,0.09177015,-0.19879337,-0.2628528
-0.18776777,-0.10959263,-0.03118813,0.06411153,-0.07714912,-0.08647321,0.109142184
-0.05245685,-0.23425025,-0.075448915,0.22098877,-0.12935925,0.07237877,0.12206161
-0.22772425,-0.20058648,-0.06960683,0.04528038,-0.013174662,-0.11929436,-0.0039239973
-0.1392022,-0.30194438,-0.10679352,0.01936476,0.106314875,0.061664104,-0.2659328
-0.18745586,-0.057577446,0.15947275,0.13563064,0.13530296,-0.0034357999,-0.053145945
-0.190373,0.05833489,0.14806557,-0.048273314,-0.1359308,-0.051657252,-0.18333595
-0.10054856,-0.0039331727,0.044552118,-0.01690114,-0.072941415,0.074792944,-0.037003815
-0.13279547,-0.19554865,-0.14917809,-0.06322266,-0.013873355,0.010313664,0.030237243
0.008103654,-0.3487091,0.005909689,-0.061798964,0.14204511,-0.2353011,-0.23285338
-0.029058047,-0.25965202,-0.030422434,-0.017596085,0.15022923,0.052656375,0.031086698
-0.10724644,0.0057246704,0.10305328,0.05447432,-0.040824994,0.18022245,-0.09838114
-0.24180153,-0.25410646,-0.13892448,-0.26370224,0.26830134,0.13322347,0.11625615
-0.27167088,-0.39068422,0.08669991,0.11484702,-0.036780242,0.23359643,-0.042702056
0.13885695,-0.12317555,-0.15995264,-0.23178458,0.026510995,-0.020363778,-0.12076408
