Irrigation,Rainfall,Crop_Banana,Crop_Rice,Crop_Sugarcane,SoilType_Black Cotton,SoilType_Red Loamy
0.156121,-0.06818311,-0.27391782,0.051006697,0.51246196,0.34919232,0.11266972
-0.11392836,-0.41214204,0.31182462,-0.094905674,0.3837089,0.26091105,0.27434236
-0.24244292,-0.73890924,0.13664187,-0.026737869,0.688154,-0.09182675,-0.28241372
0.14325729,-0.31345612,0.06890856,0.094765656,0.65471524,0.31399146,0.0083144065
0.5155384,-0.24769682,0.14637086,-0.08538161,0.756048,0.29528984,-0.26034215
0.1375382,-0.5781701,0.14447226,-0.41824594,0.43306753,0.5347031,0.4307016
0.18780649,-0.18511787,-0.1415386,-0.18197808,0.3621223,0.30259502,0.044642594
0.048118666,0.18907376,-0.32369402,-0.2443306,0.43725878,0.30618674,0.33707252
-0.2943613,-0.4892412,0.22083023,0.082132496,0.53914875,0.0147046065,-0.3621701
-0.023609187,0.13634981,-0.47704643,0.020547627,0.5377903,0.34513533,-0.052323975
-0.10626342,-0.36125505,-0.12741633,-0.3314525,0.3068661,0.07419453,0.0016305146
0.1304274,-0.2113122,0.19567756,-0.3910945,0.29115734,0.35012525,0.20072995
-0.19175225,-0.12976061,0.07466138,0.2039742,0.43029806,0.5164956,-0.19875151
-0.2881336,-0.8049258,-0.14862992,-0.029174939,0.28693935,0.12474675,0.082082175
-0.2665551,-0.33094713,0.066699445,0.41858494,0.18753281,0.1678486,-0.18394008
-0.41818056,-0.44328812,0.005396028,-0.105303004,0.21566021,0.29684898,-0.16541913
0.17153016,-0.6540447,-0.28829738,-0.17449443,0.51769143,0.44206643,-0.34510925
0.40334624,-0.34338158,0.14371751,0.2308769,0.6866577,0.38937947,-0.06329704
-0.4485181,-0.5466873,-0.20468976,0.2958898,0.58735543,0.29562855,-0.3112164
-0.25451759,-0.28831676,-0.33769745,0.41927743,0.61562794,0.12753923,-0.2504105
-0.22746114,-0.6284999,0.04490793,-0.69390833,0.5080602,0.24057947,-0.09539672
-0.3773796,-0.30948818,-0.118343085,0.1284556,0.049861826,0.068173125,-0.12093829
-0.07336682,-0.09320271,-0.2941409,-0.55285716,0.69367653,0.02157126,-0.17775081
0.2854008,-0.14757353,0.29281005,-0.51361525,0.7615271,0.37776223,0.3179094
0.16803126,0.0541025,-0.30206534,0.054292742,0.47305158,0.38458806,-0.20648791
-0.0810286,-0.4680318,0.30133995,-0.33296824,0.30241188,0.20169239,-0.003795626
-0.10479099,-0.76845413,0.40056297,-0.51528144,0.47120637,0.20446956,0.24816294
-0.375231,-0.20649366,-0.27180025,-0.076219186,0.6021073,0.531002,-0.1818864
-0.34892762,-0.35185072,-0.27781853,0.042479247,0.1937884,0.46469352,0.085413404
-0.2730131,-0.47875234,-0.55144644,-0.053805817,0.24053739,0.27751282,-0.0010808539
-0.07045013,-0.432343,0.053461295,-0.26960346,0.40939522,0.2250471,-0.1777718
0.21590014,-0.21991023,-0.3839689,-0.092942774,0.8433858,0.48219553,-0.34843206
-0.103501245,0.16546983,-0.45653453,0.30285203,0.6104089,0.29569435,-0.34096292
-0.100158334,-0.459797,-0.09025175,-0.051612042,0.5428669,-0.0733297,-0.2935207
-0.14625226,-0.64646494,0.17462768,0.14735693,0.6171445,0.25036705,-0.27783394
0.20677099,-0.47187087,0.049909372,-0.15842253,0.33227634,0.2659782,-0.52809745
0.34084362,-0.1454085,0.32320958,-0.050257538,0.38680676,0.21823108,-0.042922676
-0.22180048,-0.61747503,-0.06205768,-0.31607395,0.53026175,0.47012383,0.021667672
-0.21513487,-0.4507741,-0.116928175,-0.2610182,0.517986,0.060671676,0.16601157
-0.2315365,-0.4149167,0.22982927,0.33395952,0.6251832,0.40071213,-0.3683424
-0.4927374,0.33650067,-0.6537336,0.13526471,0.48046094,0.0050068726,-0.0869662
0.32759717,-0.19307157,-0.021891657,-0.069182806,0.61079836,0.52539134,0.05954227
0.49534884,-0.115779266,0.0544316,0.043754134,0.35513455,-0.012217544,-0.09015291
-0.2055453,-0.25625488,-0.1292856,0.13481893,0.4363526,0.106307514,-0.07391784
-0.00094492,-0.34076643,-0.12845089,0.3544146,0.48438892,0.41559815,-0.06502858
0.22163914,0.46764314,0.05845438,0.09576934,0.6619615,0.49115333,-0.27265966
0.0841321,0.13025075,-0.55862844,-0.15913278,0.51857984,0.09115854,-0.004782873
0.30680224,-0.04462637,-0.08172931,-0.121535175,0.6008101,0.50628,0.13878486
0.19241695,0.06037061,-0.6305752,-0.13516623,0.45241594,-0.17556491,-0.25503278
-0.24120381,-0.4440325,-0.48453295,0.12409268,0.4776947,-0.0009684613,0.005298657
-0.13753867,-0.005315815,0.0025801286,-0.29814866,0.3908366,0.03701878,-0.054350823
-0.033953927,-0.5019995,0.18747893,0.07355712,0.48760492,0.17511952,-0.17023116
0.45423603,-0.11770066,0.22925252,-0.09628128,0.13925989,0.4651779,0.4471776
-0.17983729,-0.13261558,-0.2162683,-0.009643861,0.54052275,0.100172155,-0.12674084
-0.18843314,-0.36818305,0.021990322,0.009457497,0.2942204,0.36343217,-0.06494117
-0.2730404,0.2191494,-0.21096851,0.43730304,0.68205935,0.5321552,-0.6411088
0.34847274,-0.23427081,0.19055155,-0.10634597,0.5388391,0.38589674,0.14941889
-0.05803784,-0.44376752,0.035453156,-0.5349294,0.47968954,0.2711737,-0.019152956
-0.031689752,-0.20874564,0.3771957,0.0015881115,0.796371,0.08231345,-0.47661906
-0.043091096,0.0022057563,-0.3593816,-0.13363874,0.60432816,0.4353222,-0.21976514
-0.19258133,-0.71697,0.049732044,-0.58988523,0.28313243,0.29940456,0.2007804
0.39927676,-0.76131594,0.24474846,-0.3451461,0.8558071,0.81570435,-0.19501218
-0.02198032,-0.5332402,0.08591234,-0.358063,0.5856328,0.64797,0.113788344
-0.10894266,-0.6759576,0.25844824,-0.63980997,0.35163835,0.55568033,-0.05748402
0.5324579,-0.4342361,-0.10163952,-0.19773087,0.4438581,0.60652035,0.48650056
-0.2457912,-0.1242198,-0.14953703,-0.09283289,0.6669222,0.38259622,-0.43067962
0.04213771,-0.37741864,0.068030626,-0.079416074,0.3427803,0.2542309,-0.0802002
0.16843146,-0.4210967,-0.11306153,-0.270966,0.75463706,0.49409354,-0.1745372
0.24420795,-0.021450192,0.14299496,-0.17000541,0.5881771,0.4997581,0.018039212
-0.214017,-0.3734989,0.02796035,-0.019552814,0.11955077,0.4622406,-0.20656732
0.12745534,-0.48804215,0.1797677,-0.07838152,0.119314864,-0.04381417,0.08331476
-0.4167435,-0.69109684,-0.29042172,-0.48918876,0.4809479,0.08580234,0.21339229
-0.064225085,-0.58301926,-0.16264015,-0.4500986,0.0776554,-0.021379095,0.1307107
-0.010576672,-0.3270068,-0.5161752,0.064883195,0.37154204,0.2585747,-0.5217103
0.009116195,-0.23201616,-0.595866,0.058715865,0.56008214,0.38323042,-0.38192847
0.19356051,-0.22089213,-0.27170312,-0.2580507,0.49764323,0.46220544,-0.20012407
-0.40205687,-0.30861968,-0.055674773,-0.016533634,0.56137294,0.4254257,-0.5215843
0.20873041,-0.22574571,-0.24755485,-0.037829936,0.84078944,0.29359382,-0.10298142
0.16766782,0.15829368,-0.26569757,-0.29562095,0.6305153,0.16024648,0.1167446
-0.2420595,-0.660887,-0.21379636,0.23225787,0.6225617,0.29739195,-0.4953537
-0.22629426,-0.466497,0.27243847,-0.15250462,0.4881217,0.18861613,-0.07226472
-0.1416971,-0.0006571701,-0.64595443,-0.28867838,0.47194782,0.25004864,-0.4572531
-0.008662381,-0.33800504,0.20993295,0.029931081,0.5865944,0.21640475,-0.14733545
-0.06465772,-0.48149896,0.047872256,-0.43340683,0.3230335,0.0094478605,-0.016460687
-0.51162744,-0.3583465,-0.10410627,-0.31594563,0.5025219,0.12191069,-0.041288547
-0.3659757,-0.51311153,0.53207195,-0.35096416,0.6278299,0.16446893,-0.10839399
0.13399844,-0.44088748,-0.094603114,0.32198665,0.45471138,0.15953718,-0.1474569
-0.20719472,-0.31487295,0.29125658,0.21523027,0.33546385,0.25527152,-0.38137558
0.33140424,-0.592668,-0.1795318,-0.24940588,0.5066137,0.768947,0.27903646
0.53438365,-0.13367872,-0.0390641,0.3096621,0.6563552,0.6636286,0.05298996
-0.41482127,-0.43331426,0.040523376,0.11162303,0.33688232,0.21575099,-0.57973266
0.4512976,-0.057766106,0.23514327,0.54434055,0.7070134,0.60094297,-0.0075992877
-0.20611423,0.18850914,-0.20774333,0.38164276,0.72872305,0.53644985,-0.08017845
0.2596584,-0.11630173,-0.047397025,-0.39991635,0.3004682,0.15827562,0.03847794
-0.15330757,-0.3504991,-0.06272625,0.22995773,0.3838403,-0.06781759,-0.26920912
-0.2745829,-0.3540862,0.037196644,-0.365029,0.50418913,0.42745873,-0.008533559
0.37768105,-0.41857404,0.02927576,-0.29129398,0.54748356,0.47355735,-0.3801066
0.08970509,-0.5224033,-0.36524007,-0.043247808,0.57339877,0.29976097,-0.4495987
0.02101444,-0.20409973,-0.3482242,-0.22596247,0.14219259,0.35518712,-0.08574528
-0.21982864,-0.44798595,-0.18884146,-0.4171801,0.57578033,0.10870462,-0.4095611
-0.07424941,-0.5315557,0.0756052,-0.014345388,0.09150742,0.25110573,-0.004338101
-0.03170174,-0.48095554,0.044244617,0.245603,0.45736158,0.059130374,0.057943426
0.09340742,-0.545658,0.26552922,-0.06354334,0.74972504,0.3592146,-0.51971984
0.07798908,-0.29005194,0.26668793,0.0072485805,0.25277603,0.30252555,0.06573393
-0.2577706,-0.2651685,-0.33776978,-0.18005559,0.23827425,0.123522736,-0.20358074
-0.23145834,0.037851818,-0.08894948,-0.22079743,0.5764928,0.08609195,-0.06495598
0.22859472,-0.103689715,-0.098164536,-0.4304193,0.11986103,0.17504951,-0.029064037
-0.23239069,-0.6780767,-0.68053114,-0.43344092,0.49954423,0.100830935,0.082724854
-0.1304909,-0.40561113,0.11564359,0.2286147,0.62318265,0.18346573,-0.31627235
-0.03332587,-0.6888517,-0.14209156,-0.57233375,0.49295664,0.010469301,-0.5570443
-0.56169116,-0.590631,-0.17970295,-0.12682061,0.5498204,-0.059267048,-0.036422156
0.19879995,-0.25971878,0.26017192,-0.00066607323,0.8016713,0.7829651,-0.69023055
0.21998556,-0.16078718,-0.12800647,-0.17044744,0.53955585,0.34757861,-0.06456971
-0.07312641,-0.33063182,-0.11996226,-0.39199713,0.32805905,0.1426691,0.17711541
0.11461959,-0.3689335,0.110016584,-0.08943865,0.5155691,0.34356034,-0.41228005
-0.43492284,-0.37801322,-0.33384216,-0.32128835,0.72815585,0.38548556,-0.12269462
-0.027941518,-0.19473282,-0.47444335,0.09060323,0.6171175,0.21445194,-0.23085828
0.113017894,-0.38682884,0.045305293,-0.5903436,0.4873399,0.50363666,0.23895417
-0.021003727,-0.18713467,-0.22778548,-0.044832718,0.15518591,-0.10296573,-0.24709116
0.36214736,-0.54481167,4.8335874e-05,0.03719935,0.39062342,0.30422115,-0.15174231
-0.45028645,-0.6670093,0.24417168,-0.3891616,0.8199551,0.55065435,-0.55305976
-0.18711555,-0.0017029878,0.37640804,0.020199155,0.40590748,0.38384926,0.006758528
-0.16624826,-0.15066198,-0.17404509,0.052813057,-0.077776484,0.26176953,0.05096775
-0.35201922,-0.27573937,-0.48110932,-0.34821844,0.46946672,0.24924658,-0.113973275
0.10903642,-0.58926797,-0.19641402,0.35934642,0.6664767,0.62288344,-0.5305935
0.44883582,-0.73118687,-0.0888011,-0.1836543,0.18388198,0.35296223,0.2778744
-0.32908157,-0.18277545,0.22461069,-0.47028336,0.1321257,0.3281193,-0.30697894
-0.08774758,-0.56773925,-0.077556364,-0.28195637,0.45506483,0.48232663,0.05004961
-0.13550764,-0.4873127,-0.3061104,-0.15664472,0.5483923,0.09461571,0.29309437
-0.3010057,-0.3463707,-0.20755258,-0.33251587,0.5598548,0.22656536,-0.1391911
-0.28785652,-0.30501854,-0.17000374,-0.21372025,0.06916254,-0.028208107,0.15355949
-0.004168978,0.13363595,-0.17393151,-0.0880005,0.5627766,0.4334359,-0.12989658
0.13282587,-0.45680457,0.3035512,-0.051801782,0.38145578,0.10807084,-0.11908142
0.27456868,-0.1984008,-0.5258727,-0.12837295,0.62473196,0.136726,-0.11131541
-0.11515281,-0.19462243,0.20455924,0.15845804,0.44559097,0.5424221,-0.36542872
0.25077,-0.13929349,0.07577363,0.08464559,0.36670408,0.28736374,-0.25571337
-0.0074000247,-0.08505274,0.08778728,-0.1574944,0.001721934,0.039517764,-0.056210212
-0.15223956,-0.48001617,-0.26530623,0.1580006,0.45485532,0.21794738,-0.48363099
0.089269996,-0.14828534,-0.36610317,-0.01723526,0.30611092,0.17867783,-0.09577471
-0.010426831,-0.16814023,0.11771926,-0.14045769,0.6378495,0.35668305,-0.5233697
-0.3213724,-0.17985709,-0.17832063,-0.08556379,0.49647933,0.08585966,-0.10442605
0.23022197,-0.09798569,0.10685046,-0.05538086,0.28321496,0.45675537,0.19150457
-0.014804979,-0.04995052,0.045793947,-0.035635814,0.61906904,0.41797003,-0.5082108
0.054486416,-0.12112227,0.2601191,-0.22700821,0.6556112,0.32672396,-0.12810814
0.31228188,-0.72445756,-0.022286316,-0.26839197,0.4982364,0.40045273,-0.28705004
-0.119438216,-0.38708064,-0.20983192,-0.15544778,0.2022914,-0.08128854,0.16418806
-0.175673,-0.32984525,-0.097513825,-0.12054323,0.096510954,0.19609396,0.07837165
0.38269085,-0.4439371,0.20841917,-0.32862157,0.16504432,-0.12958854,-0.09440648
0.11288336,-0.16481638,-0.14841591,0.4405556,0.36391306,0.28108487,0.035610173
-0.09401371,-0.40997416,-0.5653855,0.030301612,0.23515646,-0.04011273,-0.08460222
0.07259194,-0.09572118,0.021000288,-0.21105509,0.34676677,0.27734834,-0.07269576
-0.22662657,-0.5284489,-0.054902643,-0.2909025,0.324447,-0.10897735,-0.37258524
-0.06093068,-0.2862976,0.08821982,0.30582413,0.5593012,0.39357337,-0.56320626
0.23155057,-0.7241916,-0.1711896,0.55615187,0.4654384,0.30532074,0.037754066
0.2203726,-0.35828045,0.10089623,-0.16939338,0.12880675,0.1277613,0.24107611
0.49418953,-0.4685704,-0.37470987,-0.27950037,0.34748313,0.047438834,0.18130736
0.28611064,-0.62679034,0.2789319,0.22991316,0.75380635,0.60769266,-0.1050906
-0.24477503,-0.030077932,-0.61380666,-0.003650625,0.42664245,0.15783376,-0.538394
0.101018906,-0.22418948,0.07185688,-0.089445606,0.084511556,0.3135475,0.6420674
-0.21870726,-0.27955797,-0.3241451,-0.07287333,0.4827945,0.4799567,-0.35523292
-0.16215278,-0.54009265,-0.14867514,0.31699905,0.70812714,-0.010329509,-0.33362642
0.23920181,-0.2905265,0.3666775,0.22515249,0.6156177,0.40640846,-0.21169312
-0.3231319,-0.06839339,-0.15075,-0.040611677,0.3636915,-0.04112643,-0.172716
0.26198837,0.04144934,-0.6284405,0.22811665,0.49626756,0.2720847,-0.6512197
-0.41672608,-0.48536047,-0.23232345,-0.21947654,0.50921583,0.18422927,-0.20447779
-0.27679843,-0.35822248,-0.023358224,0.20366648,0.43417436,0.12980601,-0.18746278
0.17354982,0.29580268,-0.13367137,-0.32469723,0.64276075,0.036607396,0.12262405
-0.27611855,-0.24606313,-0.24353075,-0.37473446,0.78323764,0.5393483,-0.50153744
-0.19727804,-0.28781372,-0.18754004,-0.19439332,-0.03940277,0.24929968,-0.37220845
0.1600667,-0.630322,-0.18023144,-0.0031665992,0.82098037,0.5468626,0.02345474
-0.229171,-0.37864295,0.13243838,-0.06927776,0.30813944,0.42454737,0.07214485
-0.11935008,-0.04515195,-0.08013923,-0.23068632,0.2173179,-0.2718479,-0.54167277
0.05511286,-0.5483938,0.017934704,0.122940145,0.47079918,0.4666469,0.08602245
0.4334411,-0.30188105,0.23928982,0.14679286,0.39749214,0.3159692,0.08254782
0.04027883,-0.52289176,0.22892642,-0.10780171,0.5010422,0.1327316,0.038211957
0.03286623,-0.15740114,-0.05700905,-0.07794492,0.46576598,0.29666197,-0.0883322
-0.15440054,-0.48070598,-0.22904432,-0.06972683,0.61218935,0.040763423,0.24515077
-0.042986315,-0.2978605,0.28063136,-0.30679905,0.3533374,0.4923188,-0.3271749
0.039079938,0.19578138,-0.2547937,0.031519156,0.3889231,0.42685753,-0.103842765
-0.09153764,-0.21843629,-0.022508001,-0.20131648,0.40237316,-0.033187803,-0.28664643
-0.27731737,-0.4744493,-0.36390913,0.017024832,0.4716525,0.06824767,0.04999442
-0.07427441,-0.22380668,-0.11934273,-0.3342928,0.59774196,0.115689754,0.06941961
0.1306035,-0.531446,-0.06007462,-0.20324947,0.5167542,-0.342487,-0.1819496
-0.03686497,-0.49323574,0.3875175,0.32596022,0.71749276,0.7237165,-0.7960086
-0.14661725,-0.4962951,0.29808512,0.07350225,0.71101546,0.34589052,-0.06436981
0.047267094,-0.49672377,-0.3271458,-0.2741336,0.019520482,0.21011047,0.30085257
-0.056055695,-0.3942447,0.25310543,0.24628328,0.5774443,0.45604137,-0.3960608
-0.101534165,-0.30336556,-0.046865664,0.24908106,0.34842157,0.06345003,-0.02726136
-0.04240351,-0.35079563,-0.06516295,-0.6653326,0.5236119,0.2006827,-0.40765217
-0.11432823,-0.28996524,0.30684316,-0.17813464,0.4302459,-0.0937326,-0.027717168
0.11780156,-0.2321437,0.040215585,0.010057996,0.35579678,0.34634352,0.079828985
-0.18911771,-0.21798839,-0.22381067,-0.44363976,0.67081636,0.32503793,-0.6636741
0.014003574,-0.07147111,0.045274336,-0.51883876,0.12105248,-0.07251003,-0.40118203
-0.21658553,-0.35920873,0.123831816,0.016707543,0.74349046,0.58815724,-0.6477109
0.019060222,-0.47888094,-0.004726138,-0.4225165,0.4804226,0.3153527,-0.5359205
0.2145614,-0.4819872,0.2864934,-0.0075091706,0.48369822,0.23886502,-0.034016687
-0.21056208,-0.6548788,-0.37912095,-0.0024133862,0.28517947,0.32254237,0.2829159
-0.21398792,-0.6777827,0.09606567,-0.595854,0.5018448,0.40586743,-0.095231816
0.061636683,-0.26712686,-0.0167928,0.06056215,0.295542,0.3479446,0.01290197
-0.29471543,0.3632161,-0.69701487,0.2079249,0.5332749,0.34106556,-0.4504751
0.29833752,-0.37734032,0.032477845,-0.02975554,0.56174856,0.44992843,-0.25192052
0.0531394,-0.5297646,-0.21284048,-0.6782309,0.63580006,0.315569,0.08654455
0.38547263,-0.26482344,0.04815308,0.4490186,0.41795865,0.31868938,0.0520668
-0.25230658,0.025682162,-0.25493804,-0.01738296,0.5372234,0.25237685,-0.39535522
0.028165558,-0.20809595,-0.07698499,0.05796633,0.3049485,0.117297836,0.25941926
0.16915585,-0.43148005,-0.33530307,-0.43325317,0.54539585,0.33729124,0.1281538
-0.09251062,-0.4400744,0.37567458,-0.30354607,0.5076195,0.18695094,-0.11387331
0.204502,0.18441337,-0.22572438,0.2632548,0.36903217,0.62405723,-0.45933577
-0.052404772,-0.076244906,-0.50506926,-0.035106353,0.52322227,0.3531835,-0.11449381
-0.33708698,-0.08019262,-0.39607888,-0.14781941,0.18361114,0.46879902,0.05973418
0.45191756,-0.42649803,0.15519969,-0.21349365,0.419906,0.53998417,-0.2489638
0.12239056,-0.6028013,-0.056544196,-0.06518675,0.3112148,0.12309006,0.22125758
-0.0073113632,-0.25735077,-0.46628147,-0.4254901,0.6140901,0.30449918,-0.1793768
0.004319305,-0.05528992,0.08684355,0.07500707,0.52070653,0.14975281,-0.20516695
-0.1448725,-0.1093491,-0.3916585,0.14314488,0.7524231,0.054483596,-0.30951816
-0.07868706,-0.31549236,-0.016450798,0.062813036,0.30278847,0.22312352,-0.07224837
0.0131931715,-0.59393245,-0.16658412,-0.160371,0.44815114,-0.0151573,-0.053457454
-0.21523988,-0.4259115,-0.18117608,-0.21872157,0.60491085,0.059703194,-0.3735761
0.027716419,-0.21491046,0.117353976,0.029059695,0.6540384,0.46225756,-0.21061264
0.06895901,-0.33466738,-0.19349104,0.27910107,0.625419,0.38958713,-0.07213888
0.091051616,-0.5855288,0.1401071,-0.28839794,0.68597746,0.3858291,-0.2110854
0.1103175,0.16751768,-0.3838021,0.05173953,0.46986416,-0.034345064,0.16192134
-0.10339735,-0.25410315,-0.38763058,-0.15870598,0.5580817,0.21251051,-0.07100906
-0.22513822,-0.42954814,-0.27592942,-0.05237043,0.2505675,0.24910885,-0.6027495
-0.3101525,-0.7055897,-0.17117211,-0.3928394,0.63739914,-0.16630213,-0.10171891
-0.42495468,-0.37297088,-0.31870902,-0.024091411,0.5170832,0.0007678363,-0.5310224
0.084558606,-0.43545312,0.023956941,-0.37976936,0.23479779,0.24855575,-0.099321395
0.06656989,-0.10361238,-0.04433141,0.07532506,0.47670576,0.30550554,-0.38753515
-0.16872533,0.5741315,-0.42694652,-0.014885366,0.62307507,0.4398241,0.1699885
0.15466551,-0.54823166,-0.37824237,-0.2975669,0.3217007,0.3835523,-0.22176088
0.15684482,-0.2160281,-0.29263613,-0.24669278,0.56286174,0.44808558,-0.0042605945
0.22933738,-0.058115397,-0.116191104,-0.024351874,0.39843208,0.11602029,-0.00875402
-0.17550722,-0.13087155,-0.41953245,-0.1105025,0.61391354,0.3147965,-0.15944722
0.056955997,-0.17216311,-0.17998156,0.31967017,0.65932447,0.079751275,0.12500384
-0.18731739,-0.36049765,-0.1284349,-0.18690269,0.21377574,0.12792559,-0.08893252
0.084962666,-0.1340057,-0.5723412,-0.0183638,0.83203053,0.49537075,-0.32306737
-0.22810665,-0.3302019,-0.33657303,-0.110089086,0.10623249,0.37089694,-0.22843099
-0.20668018,-0.39891255,-0.10149708,-0.14443186,0.20671591,0.22152567,-0.11593281
-0.07312525,-0.1747186,-0.030047385,-0.18764345,0.5057811,0.14462516,-0.08828612
0.009767683,-0.07362361,-0.22695114,-0.10701495,0.5359123,0.271088,0.14822443
-0.286866,-0.45113817,0.22267455,-0.60383296,0.44769523,0.15869915,-0.17480977
0.33640954,-0.10553174,-0.26650202,0.27929017,0.35865062,0.26532137,0.07328177
0.32536173,-0.019805076,0.24689768,0.07771212,0.65217805,0.34378773,-0.20675713
-0.4217036,-0.5990425,-0.2414633,-0.34036535,0.16273548,-0.02497992,-0.24241099
-0.15470298,0.09396481,0.050468307,-0.50928617,0.23222321,-0.06807816,0.15303911
0.09235533,-0.64908123,0.22490811,-0.45648417,0.53529924,0.19478922,-0.0075084507
0.15255283,-0.19478618,0.43781435,-0.1356475,0.33196586,0.2893177,0.12160015
0.15183146,-0.08317986,0.18537204,0.057870924,0.61829627,0.37924597,-0.02452965
-0.006982109,-0.5454025,0.08101996,-0.076435976,0.4522272,0.1615632,-0.40438133
-0.008514447,-0.4038127,0.35907814,-0.14875825,0.3789555,0.23470938,-0.27564225
0.1066128,-0.40397832,0.024473626,-0.052793745,0.51233506,0.2098326,-0.26187813
-0.48804697,-0.5892084,-0.07421823,-0.35871968,-0.055346902,0.22135426,-0.30396387
-0.30848724,0.07799847,-0.47973928,0.30586973,0.497566,0.30096978,0.01848726
-0.027776126,-0.14929977,-0.38197273,-0.3863748,0.42076576,0.40797976,0.4505109
0.10001193,-0.42137867,-0.32932213,-0.31451428,0.41771656,0.21988676,0.29540765
0.16389048,-0.6425903,-0.08937386,0.030976534,0.5077779,0.38682386,-0.09817208
-0.37629068,-0.24936745,-0.06404213,0.26593488,0.040895343,0.2091762,-0.29500887
0.22763771,-0.46880007,0.36967063,-0.08069398,0.74777055,0.2587022,-0.28072324
-0.09260415,-0.54327804,0.07573683,-0.1809969,0.13445182,0.08965921,-0.1549024
0.062751636,-0.045577127,-0.28093693,0.1440833,0.6709694,0.53017646,0.0011553548
0.086339965,-0.1759547,-0.15108864,-0.21699582,0.4913472,0.4137988,0.11676598
0.100372426,-0.13088442,0.22736341,-0.13343908,0.5118638,0.33501336,-0.17231098
-0.13769595,-0.12007802,-0.2152318,-0.3236533,0.17044531,-0.052979767,-0.13835941
-0.27731806,-0.21060915,-0.30927676,-0.5178733,0.43183672,0.33865368,-0.21225652
0.3115724,-0.20295757,0.12661694,-0.17148878,0.3628894,0.38990876,-0.06878264
-0.13683853,-0.515482,-0.10019428,-0.22132029,0.38545793,-0.09761228,-0.45608145
-0.18184341,-0.18305327,-0.6012264,-0.014394516,0.4225839,-0.06891689,-0.32514834
-0.0096095735,-0.24099284,-0.045013644,-0.24520428,0.6969853,0.21194595,0.13244553
-0.10175079,-0.14155753,-0.19027218,0.03541145,0.74435174,0.43443593,-0.0769981
-0.02293859,-0.5402447,-0.28620672,-0.3951827,0.3267443,0.15375209,0.013281203
-0.12265672,0.11979667,-0.37627092,-0.36698487,0.62434983,0.35370156,-0.44140947
0.16850184,-0.25497136,0.03987957,-0.061065957,0.31307495,0.014283226,-0.37774754
0.17739446,-0.39455175,-0.02358972,-0.1772909,0.29774222,0.061835654,0.16342665
0.46815887,-0.013248515,0.20159195,0.37191963,0.53864205,0.45105308,-0.12739094
0.012849048,-0.47885087,-0.0012402246,-0.23531398,0.7139993,0.19566438,-0.34979537
0.21499625,0.07094494,-0.32913476,-0.20233843,0.78544825,0.119024,-0.23323506
-0.28702998,-0.04510553,-0.50719917,0.010305379,0.42278153,0.04156952,-0.33783805
-0.3845404,-0.24277201,-0.0015259687,-0.10310301,0.7793861,0.024157979,-0.47831565
0.104824506,0.15032974,-0.21001232,-0.24374874,0.650063,0.17664045,-0.0736457
-0.1159647,-0.7060949,-0.0565515,-0.7668885,0.31573594,0.3893908,0.3256714
0.10539652,-0.65876544,-0.079067536,0.10257087,0.44196823,0.55648446,-0.39590022
-0.11077733,0.0886734,-0.059461527,-0.41960537,0.21630894,0.3530683,-0.23380008
0.18024477,0.25895575,-0.1855253,0.46982667,0.60066295,0.4300133,-0.28335243
